java A1_G6_t1 ./database/groceries.csv 0.15
[soda] 0.17437722419928825
[83, 52, 97] 0.01
[47, 91, 94] 0.01
[56, 80, 96] 0.01
[67, 91, 75] 0.01
[89, 92, 52] 0.01
[88, 94, 52] 0.01
[56, 91, 87] 0.01
[88, 72, 74] 0.01
[47, 93, 95] 0.01
[69, 72, 94] 0.01
[88, 62, 86] 0.01
[84, 65, 87] 0.01
[88, 62, 87] 0.01
[99, 68, 70] 0.01
[78, 68, 91] 0.01
[78, 74, 85] 0.01
[47, 94, 97] 0.01
[58, 94, 86] 0.01
[88, 68, 82] 0.01
[88, 85, 65] 0.01
[78, 73, 87] 0.01
[56, 95, 87] 0.01
[68, 95, 75] 0.01
[79, 85, 75] 0.01
[89, 79, 72] 0.01
[56, 86, 98] 0.01
[79, 75, 86] 0.01
[92, 50, 95] 0.01
[93, 60, 84] 0.01
[60, 94, 84] 0.01
[82, 83, 73] 0.01
[89, 81, 70] 0.01
[80, 63, 97] 0.01
[82, 72, 87] 0.01
[77, 90, 74] 0.01
[79, 90, 73] 0.01
[79, 80, 84] 0.01
[62, 85, 96] 0.01
[79, 91, 73] 0.01
[72, 96, 76] 0.01
[66, 89, 90] 0.01
[62, 85, 98] 0.01
[73, 85, 87] 0.01
[82, 76, 87] 0.01
[62, 96, 87] 0.01
[88, 83, 74] 0.01
[79, 93, 74] 0.01
[88, 77, 81] 0.01
[74, 75, 97] 0.01
[68, 83, 97] 0.01
[89, 68, 91] 0.01
[56, 94, 98] 0.01
[69, 83, 97] 0.01
[68, 85, 96] 0.01
[56, 95, 98] 0.01
[88, 77, 87] 0.01
[99, 69, 85] 0.01
[59, 96, 98] 0.01
[99, 89, 68] 0.01
[81, 71, 94] 0.01
[81, 82, 83] 0.01
[80, 94, 73] 0.01
[82, 96, 75] 0.01
[77, 93, 84] 0.01
[78, 94, 84] 0.01
[85, 96, 76] 0.01
[78, 94, 86] 0.01
[68, 92, 98] 0.01
[99, 68, 93] 0.01
[90, 94, 73] 0.01
[90, 94, 74] 0.01
[81, 82, 97] 0.01
[99, 90, 72] 0.01
[81, 94, 87] 0.01
[91, 97, 75] 0.01
[83, 84, 97] 0.01
[80, 97, 87] 0.01
[99, 92, 74] 0.01
[72, 95, 98] 0.01
[88, 91, 87] 0.01
[94, 75, 98] 0.01
[95, 74, 98] 0.01
[79, 94, 96] 0.01
[89, 83, 98] 0.01
[88, 89, 94] 0.01
[89, 85, 98] 0.01
[90, 80, 96] 0.01
[89, 90, 92] 0.01
[94, 85, 98] 0.01
[99, 94, 85] 0.01
[96, 85, 97] 0.01
[11, 100, 1] 0.01
[100, 15, 5] 0.01
[100, 3, 20] 0.01
[22, 100, 5] 0.01
[100, 5, 29] 0.01
[100, 4, 31] 0.01
[100, 36, 5] 0.01
[100, 38, 6] 0.01
[100, 5, 40] 0.01
[100, 5, 42] 0.01
[44, 100, 3] 0.01
[100, 1, 48] 0.01
[100, 1, 59] 0.01
[100, 69, 6] 0.01
[100, 4, 72] 0.01
[100, 4, 83] 0.01
[100, 5, 83] 0.01
[100, 5, 84] 0.01
[100, 6, 98] 0.01
[11, 100, 17] 0.01
[100, 35, 10] 0.01
[11, 44, 100] 0.01
[100, 39, 20] 0.01
[100, 24, 36] 0.01
[45, 100, 16] 0.01
[44, 100, 18] 0.01
[100, 36, 27] 0.01
[100, 35, 28] 0.01
[100, 26, 39] 0.01
[11, 55, 100] 0.01
[33, 100, 35] 0.01
[100, 37, 32] 0.01
[100, 15, 59] 0.01
[22, 100, 51] 0.01
[44, 34, 100] 0.01
[44, 100, 35] 0.01
[66, 100, 16] 0.01
[56, 100, 29] 0.01
[100, 58, 29] 0.01
[44, 100, 40] 0.01
[100, 36, 51] 0.01
[100, 39, 50] 0.01
[100, 28, 62] 0.01
[56, 100, 36] 0.01
[12, 100, 81] 0.01
[45, 100, 51] 0.01
[23, 100, 74] 0.01
[100, 48, 51] 0.01
[100, 14, 85] 0.01
[100, 29, 70] 0.01
[100, 49, 52] 0.01
[100, 28, 76] 0.01
[45, 100, 59] 0.01
[100, 58, 49] 0.01
[100, 61, 42] 0.01
[44, 100, 61] 0.01
[100, 35, 75] 0.01
[100, 15, 96] 0.01
[100, 28, 85] 0.01
[66, 100, 47] 0.01
[45, 100, 69] 0.01
[89, 100, 26] 0.01
[100, 91, 20] 0.01
[100, 40, 75] 0.01
[100, 48, 74] 0.01
[100, 68, 54] 0.01
[55, 67, 100] 0.01
[55, 100, 69] 0.01
[56, 100, 68] 0.01
[100, 68, 59] 0.01
[100, 85, 43] 0.01
[45, 100, 84] 0.01
[100, 54, 76] 0.01
[89, 100, 43] 0.01
[44, 89, 100] 0.01
[55, 100, 81] 0.01
[44, 100, 92] 0.01
[100, 82, 54] 0.01
[100, 47, 92] 0.01
[100, 69, 72] 0.01
[55, 100, 91] 0.01
[100, 81, 65] 0.01
[100, 82, 65] 0.01
[100, 73, 75] 0.01
[100, 63, 87] 0.01
[66, 100, 84] 0.01
[56, 100, 95] 0.01
[67, 100, 85] 0.01
[100, 58, 94] 0.01
[100, 59, 96] 0.01
[100, 80, 70] 0.01
[100, 72, 84] 0.01
[100, 83, 74] 0.01
[99, 100, 76] 0.01
[100, 92, 87] 0.01
[3, 4, 5] 0.0101
[3, 4, 6] 0.0101
[1, 5, 8] 0.0101
[1, 7, 9] 0.0101
[2, 8, 9] 0.0101
[1, 13, 5] 0.0101
[1, 13, 8] 0.0101
[14, 3, 6] 0.0101
[1, 13, 9] 0.0101
[2, 18, 8] 0.0101
[16, 5, 9] 0.0101
[14, 7, 9] 0.0101
[16, 7, 9] 0.0101
[2, 4, 20] 0.0101
[22, 3, 4] 0.0101
[24, 3, 5] 0.0101
[3, 25, 4] 0.0101
[1, 3, 29] 0.0101
[3, 25, 5] 0.0101
[4, 9, 21] 0.0101
[3, 25, 9] 0.0101
[24, 6, 9] 0.0101
[7, 9, 31] 0.0101
[2, 38, 9] 0.0101
[1, 48, 6] 0.0101
[1, 6, 53] 0.0101
[56, 3, 7] 0.0101
[3, 59, 6] 0.0101
[2, 58, 8] 0.0101
[57, 5, 8] 0.0101
[59, 6, 7] 0.0101
[2, 5, 62] 0.0101
[3, 5, 62] 0.0101
[4, 9, 62] 0.0101
[5, 8, 64] 0.0101
[2, 5, 75] 0.0101
[1, 9, 72] 0.0101
[5, 8, 70] 0.0101
[4, 9, 71] 0.0101
[1, 79, 5] 0.0101
[1, 5, 81] 0.0101
[5, 8, 80] 0.0101
[2, 9, 82] 0.0101
[2, 9, 86] 0.0101
[7, 9, 82] 0.0101
[99, 2, 3] 0.0101
[7, 9, 94] 0.0101
[11, 12, 6] 0.0101
[14, 18, 8] 0.0101
[14, 18, 9] 0.0101
[11, 24, 5] 0.0101
[4, 16, 21] 0.0101
[2, 24, 16] 0.0101
[3, 19, 20] 0.0101
[13, 24, 7] 0.0101
[22, 14, 8] 0.0101
[25, 15, 5] 0.0101
[2, 25, 18] 0.0101
[13, 26, 6] 0.0101
[22, 5, 19] 0.0101
[25, 5, 18] 0.0101
[34, 14, 3] 0.0101
[4, 27, 21] 0.0101
[2, 14, 37] 0.0101
[33, 14, 6] 0.0101
[5, 19, 30] 0.0101
[14, 36, 5] 0.0101
[37, 9, 10] 0.0101
[3, 16, 38] 0.0101
[5, 39, 19] 0.0101
[22, 5, 30] 0.0101
[14, 3, 42] 0.0101
[35, 4, 21] 0.0101
[1, 46, 14] 0.0101
[9, 20, 32] 0.0101
[2, 16, 49] 0.0101
[48, 16, 6] 0.0101
[35, 27, 8] 0.0101
[1, 41, 21] 0.0101
[1, 15, 51] 0.0101
[2, 35, 30] 0.0101
[11, 3, 53] 0.0101
[34, 4, 30] 0.0101
[35, 4, 30] 0.0101
[24, 8, 40] 0.0101
[23, 6, 43] 0.0101
[2, 46, 25] 0.0101
[4, 16, 53] 0.0101
[3, 39, 31] 0.0101
[18, 7, 51] 0.0101
[57, 15, 5] 0.0101
[44, 5, 28] 0.0101
[24, 47, 7] 0.0101
[57, 17, 6] 0.0101
[48, 5, 28] 0.0101
[58, 16, 9] 0.0101
[11, 2, 62] 0.0101
[3, 20, 53] 0.0101
[33, 2, 41] 0.0101
[4, 41, 31] 0.0101
[1, 15, 60] 0.0101
[4, 30, 43] 0.0101
[44, 2, 31] 0.0101
[45, 2, 30] 0.0101
[1, 45, 32] 0.0101
[7, 41, 31] 0.0101
[13, 5, 61] 0.0101
[15, 5, 60] 0.0101
[11, 9, 60] 0.0101
[25, 5, 51] 0.0101
[34, 45, 2] 0.0101
[24, 5, 52] 0.0101
[47, 4, 30] 0.0101
[3, 49, 30] 0.0101
[34, 1, 47] 0.0101
[44, 1, 37] 0.0101
[34, 2, 46] 0.0101
[47, 5, 30] 0.0101
[3, 18, 62] 0.0101
[11, 68, 5] 0.0101
[36, 8, 41] 0.0101
[56, 8, 21] 0.0101
[38, 6, 41] 0.0101
[35, 3, 48] 0.0101
[46, 9, 31] 0.0101
[67, 15, 5] 0.0101
[35, 4, 48] 0.0101
[23, 59, 6] 0.0101
[14, 69, 6] 0.0101
[34, 47, 8] 0.0101
[45, 38, 6] 0.0101
[46, 38, 7] 0.0101
[57, 25, 9] 0.0101
[1, 51, 32] 0.0101
[34, 2, 50] 0.0101
[6, 60, 20] 0.0101
[2, 20, 65] 0.0101
[11, 6, 72] 0.0101
[1, 79, 10] 0.0101
[9, 71, 10] 0.0101
[34, 7, 51] 0.0101
[14, 4, 74] 0.0101
[2, 27, 64] 0.0101
[3, 16, 75] 0.0101
[14, 5, 76] 0.0101
[5, 39, 51] 0.0101
[34, 56, 5] 0.0101
[55, 36, 5] 0.0101
[12, 8, 76] 0.0101
[23, 68, 5] 0.0101
[16, 8, 73] 0.0101
[78, 17, 6] 0.0101
[35, 59, 8] 0.0101
[47, 49, 9] 0.0101
[12, 1, 80] 0.0101
[4, 71, 20] 0.0101
[22, 2, 72] 0.0101
[12, 5, 80] 0.0101
[5, 51, 41] 0.0101
[1, 57, 40] 0.0101
[3, 15, 80] 0.0101
[6, 41, 52] 0.0101
[46, 4, 50] 0.0101
[45, 5, 50] 0.0101
[78, 3, 20] 0.0101
[2, 49, 50] 0.0101
[8, 40, 53] 0.0101
[47, 5, 50] 0.0101
[9, 50, 43] 0.0101
[22, 5, 75] 0.0101
[3, 37, 62] 0.0101
[24, 5, 74] 0.0101
[14, 5, 84] 0.0101
[23, 5, 75] 0.0101
[44, 1, 59] 0.0101
[3, 29, 72] 0.0101
[24, 5, 75] 0.0101
[15, 8, 81] 0.0101
[13, 9, 82] 0.0101
[11, 88, 6] 0.0101
[45, 56, 4] 0.0101
[55, 45, 5] 0.0101
[1, 47, 58] 0.0101
[38, 6, 62] 0.0101
[14, 6, 86] 0.0101
[1, 69, 37] 0.0101
[3, 19, 85] 0.0101
[78, 26, 4] 0.0101
[89, 14, 5] 0.0101
[5, 19, 84] 0.0101
[89, 14, 6] 0.0101
[25, 9, 75] 0.0101
[3, 48, 59] 0.0101
[29, 8, 74] 0.0101
[48, 59, 5] 0.0101
[78, 6, 29] 0.0101
[4, 80, 20] 0.0101
[1, 83, 20] 0.0101
[5, 80, 20] 0.0101
[7, 80, 20] 0.0101
[1, 74, 32] 0.0101
[6, 72, 30] 0.0101
[1, 26, 82] 0.0101
[33, 1, 75] 0.0101
[4, 85, 21] 0.0101
[6, 30, 75] 0.0101
[3, 38, 70] 0.0101
[57, 4, 50] 0.0101
[99, 12, 1] 0.0101
[11, 5, 96] 0.0101
[35, 2, 75] 0.0101
[3, 69, 41] 0.0101
[5, 10, 98] 0.0101
[56, 3, 54] 0.0101
[3, 39, 72] 0.0101
[55, 8, 51] 0.0101
[1, 17, 96] 0.0101
[16, 5, 94] 0.0101
[99, 2, 14] 0.0101
[14, 6, 96] 0.0101
[56, 57, 3] 0.0101
[27, 6, 83] 0.0101
[8, 43, 65] 0.0101
[56, 2, 58] 0.0101
[14, 6, 97] 0.0101
[59, 7, 51] 0.0101
[5, 17, 95] 0.0101
[25, 5, 87] 0.0101
[37, 8, 73] 0.0101
[19, 91, 8] 0.0101
[5, 39, 76] 0.0101
[23, 89, 8] 0.0101
[44, 68, 8] 0.0101
[56, 58, 6] 0.0101
[34, 78, 9] 0.0101
[5, 19, 97] 0.0101
[67, 47, 7] 0.0101
[1, 80, 32] 0.0101
[2, 50, 62] 0.0101
[5, 70, 40] 0.0101
[3, 40, 73] 0.0101
[1, 30, 86] 0.0101
[24, 2, 92] 0.0101
[5, 70, 43] 0.0101
[22, 1, 96] 0.0101
[5, 71, 43] 0.0101
[6, 83, 30] 0.0101
[4, 40, 76] 0.0101
[1, 46, 74] 0.0101
[3, 37, 81] 0.0101
[57, 5, 60] 0.0101
[34, 7, 81] 0.0101
[35, 3, 85] 0.0101
[9, 73, 41] 0.0101
[57, 6, 60] 0.0101
[58, 5, 61] 0.0101
[3, 49, 72] 0.0101
[55, 8, 61] 0.0101
[45, 8, 72] 0.0101
[26, 4, 96] 0.0101
[45, 9, 72] 0.0101
[67, 57, 3] 0.0101
[46, 7, 74] 0.0101
[36, 8, 83] 0.0101
[88, 2, 37] 0.0101
[99, 25, 5] 0.0101
[39, 7, 84] 0.0101
[89, 2, 39] 0.0101
[88, 37, 6] 0.0101
[99, 24, 8] 0.0101
[99, 25, 9] 0.0101
[79, 48, 6] 0.0101
[56, 69, 9] 0.0101
[5, 91, 30] 0.0101
[3, 92, 32] 0.0101
[1, 40, 86] 0.0101
[1, 40, 87] 0.0101
[5, 92, 31] 0.0101
[46, 2, 80] 0.0101
[3, 94, 32] 0.0101
[56, 2, 72] 0.0101
[56, 4, 70] 0.0101
[44, 5, 83] 0.0101
[47, 5, 80] 0.0101
[3, 38, 92] 0.0101
[2, 49, 82] 0.0101
[1, 35, 97] 0.0101
[34, 5, 94] 0.0101
[45, 8, 80] 0.0101
[57, 3, 75] 0.0101
[45, 8, 82] 0.0101
[34, 5, 96] 0.0101
[57, 5, 74] 0.0101
[8, 64, 65] 0.0101
[55, 9, 73] 0.0101
[3, 48, 87] 0.0101
[9, 64, 65] 0.0101
[99, 36, 4] 0.0101
[35, 8, 98] 0.0101
[88, 47, 6] 0.0101
[47, 9, 87] 0.0101
[3, 92, 42] 0.0101
[4, 80, 54] 0.0101
[1, 40, 98] 0.0101
[4, 61, 75] 0.0101
[5, 60, 75] 0.0101
[68, 3, 70] 0.0101
[45, 5, 92] 0.0101
[2, 47, 94] 0.0101
[9, 82, 52] 0.0101
[8, 70, 65] 0.0101
[57, 5, 81] 0.0101
[1, 57, 86] 0.0101
[56, 6, 82] 0.0101
[5, 41, 98] 0.0101
[56, 2, 86] 0.0101
[46, 4, 94] 0.0101
[58, 6, 80] 0.0101
[1, 79, 64] 0.0101
[57, 3, 85] 0.0101
[56, 4, 85] 0.0101
[58, 3, 86] 0.0101
[99, 1, 47] 0.0101
[44, 99, 5] 0.0101
[59, 9, 82] 0.0101
[68, 79, 4] 0.0101
[68, 9, 74] 0.0101
[3, 80, 60] 0.0101
[1, 60, 87] 0.0101
[5, 82, 62] 0.0101
[5, 71, 73] 0.0101
[5, 93, 53] 0.0101
[7, 70, 74] 0.0101
[2, 96, 54] 0.0101
[5, 73, 75] 0.0101
[7, 73, 74] 0.0101
[1, 78, 75] 0.0101
[57, 3, 94] 0.0101
[56, 5, 93] 0.0101
[8, 61, 86] 0.0101
[99, 6, 50] 0.0101
[1, 79, 75] 0.0101
[8, 73, 75] 0.0101
[7, 62, 87] 0.0101
[69, 6, 81] 0.0101
[2, 59, 96] 0.0101
[56, 4, 97] 0.0101
[69, 3, 87] 0.0101
[79, 9, 72] 0.0101
[59, 5, 96] 0.0101
[99, 56, 6] 0.0101
[56, 8, 98] 0.0101
[4, 80, 70] 0.0101
[2, 93, 62] 0.0101
[5, 70, 83] 0.0101
[4, 81, 74] 0.0101
[5, 94, 62] 0.0101
[89, 2, 70] 0.0101
[9, 71, 82] 0.0101
[6, 60, 96] 0.0101
[91, 8, 64] 0.0101
[2, 75, 86] 0.0101
[79, 3, 81] 0.0101
[5, 72, 87] 0.0101
[9, 81, 75] 0.0101
[9, 61, 96] 0.0101
[78, 89, 1] 0.0101
[6, 64, 98] 0.0101
[77, 6, 86] 0.0101
[69, 6, 98] 0.0101
[68, 8, 98] 0.0101
[1, 90, 72] 0.0101
[3, 80, 81] 0.0101
[2, 92, 72] 0.0101
[2, 70, 95] 0.0101
[1, 70, 96] 0.0101
[1, 72, 94] 0.0101
[6, 80, 82] 0.0101
[5, 91, 73] 0.0101
[5, 71, 94] 0.0101
[1, 72, 98] 0.0101
[4, 83, 84] 0.0101
[1, 74, 97] 0.0101
[4, 92, 76] 0.0101
[99, 4, 70] 0.0101
[7, 92, 74] 0.0101
[3, 95, 76] 0.0101
[3, 96, 75] 0.0101
[4, 74, 98] 0.0101
[88, 81, 9] 0.0101
[89, 4, 85] 0.0101
[88, 9, 82] 0.0101
[9, 74, 97] 0.0101
[88, 89, 6] 0.0101
[4, 82, 93] 0.0101
[89, 1, 90] 0.0101
[6, 80, 96] 0.0101
[6, 82, 94] 0.0101
[3, 94, 85] 0.0101
[99, 4, 80] 0.0101
[81, 9, 94] 0.0101
[88, 5, 91] 0.0101
[88, 5, 92] 0.0101
[4, 84, 97] 0.0101
[8, 93, 84] 0.0101
[7, 81, 98] 0.0101
[5, 94, 87] 0.0101
[9, 82, 96] 0.0101
[8, 81, 98] 0.0101
[99, 6, 85] 0.0101
[1, 92, 98] 0.0101
[6, 94, 97] 0.0101
[14, 25, 10] 0.0101
[12, 24, 17] 0.0101
[12, 25, 16] 0.0101
[12, 25, 18] 0.0101
[12, 26, 19] 0.0101
[14, 16, 29] 0.0101
[14, 27, 21] 0.0101
[23, 13, 28] 0.0101
[12, 35, 19] 0.0101
[14, 39, 18] 0.0101
[34, 27, 10] 0.0101
[11, 44, 17] 0.0101
[22, 24, 26] 0.0101
[24, 25, 26] 0.0101
[27, 29, 20] 0.0101
[24, 25, 28] 0.0101
[13, 48, 16] 0.0101
[24, 26, 28] 0.0101
[47, 16, 19] 0.0101
[35, 20, 21] 0.0101
[11, 13, 53] 0.0101
[12, 35, 30] 0.0101
[11, 28, 40] 0.0101
[25, 15, 40] 0.0101
[11, 19, 50] 0.0101
[23, 34, 25] 0.0101
[44, 28, 10] 0.0101
[24, 35, 26] 0.0101
[24, 25, 37] 0.0101
[48, 19, 20] 0.0101
[46, 25, 16] 0.0101
[16, 19, 53] 0.0101
[44, 16, 28] 0.0101
[12, 48, 28] 0.0101
[57, 14, 18] 0.0101
[23, 38, 29] 0.0101
[14, 48, 29] 0.0101
[47, 28, 17] 0.0101
[58, 16, 18] 0.0101
[47, 16, 29] 0.0101
[11, 12, 60] 0.0101
[25, 20, 42] 0.0101
[22, 26, 40] 0.0101
[36, 42, 10] 0.0101
[22, 15, 51] 0.0101
[12, 24, 54] 0.0101
[35, 14, 41] 0.0101
[11, 12, 68] 0.0101
[33, 12, 47] 0.0101
[56, 16, 20] 0.0101
[33, 35, 25] 0.0101
[56, 17, 21] 0.0101
[23, 57, 14] 0.0101
[23, 29, 43] 0.0101
[14, 27, 54] 0.0101
[11, 47, 37] 0.0101
[34, 14, 47] 0.0101
[16, 39, 40] 0.0101
[16, 39, 41] 0.0101
[23, 35, 38] 0.0101
[67, 14, 16] 0.0101
[11, 58, 28] 0.0101
[24, 47, 26] 0.0101
[48, 19, 30] 0.0101
[18, 19, 61] 0.0101
[45, 36, 19] 0.0101
[35, 38, 29] 0.0101
[47, 38, 18] 0.0101
[12, 60, 21] 0.0101
[24, 61, 10] 0.0101
[22, 45, 30] 0.0101
[68, 20, 10] 0.0101
[12, 67, 21] 0.0101
[24, 27, 50] 0.0101
[44, 16, 41] 0.0101
[11, 55, 36] 0.0101
[29, 20, 53] 0.0101
[34, 16, 52] 0.0101
[44, 16, 42] 0.0101
[44, 11, 48] 0.0101
[13, 59, 31] 0.0101
[11, 34, 59] 0.0101
[35, 16, 53] 0.0101
[44, 45, 15] 0.0101
[12, 19, 73] 0.0101
[25, 26, 53] 0.0101
[66, 12, 26] 0.0101
[45, 29, 30] 0.0101
[44, 34, 27] 0.0101
[44, 23, 38] 0.0101
[34, 13, 59] 0.0101
[47, 16, 43] 0.0101
[15, 29, 62] 0.0101
[55, 14, 37] 0.0101
[34, 47, 27] 0.0101
[45, 15, 48] 0.0101
[47, 14, 48] 0.0101
[47, 14, 49] 0.0101
[69, 15, 27] 0.0101
[35, 48, 28] 0.0101
[36, 37, 38] 0.0101
[47, 38, 28] 0.0101
[47, 37, 29] 0.0101
[31, 20, 53] 0.0101
[11, 13, 81] 0.0101
[25, 50, 30] 0.0101
[16, 70, 20] 0.0101
[44, 41, 21] 0.0101
[12, 30, 65] 0.0101
[44, 11, 53] 0.0101
[12, 56, 41] 0.0101
[47, 41, 21] 0.0101
[11, 47, 51] 0.0101
[25, 30, 54] 0.0101
[24, 10, 76] 0.0101
[16, 41, 53] 0.0101
[23, 27, 60] 0.0101
[13, 32, 65] 0.0101
[13, 58, 40] 0.0101
[34, 56, 21] 0.0101
[57, 14, 40] 0.0101
[46, 14, 52] 0.0101
[11, 17, 84] 0.0101
[44, 14, 54] 0.0101
[18, 51, 43] 0.0101
[12, 18, 83] 0.0101
[35, 16, 62] 0.0101
[37, 16, 60] 0.0101
[15, 39, 60] 0.0101
[57, 14, 43] 0.0101
[66, 39, 10] 0.0101
[14, 18, 83] 0.0101
[56, 16, 43] 0.0101
[14, 69, 32] 0.0101
[33, 35, 47] 0.0101
[15, 38, 62] 0.0101
[13, 16, 87] 0.0101
[14, 28, 74] 0.0101
[23, 68, 25] 0.0101
[22, 57, 38] 0.0101
[55, 47, 16] 0.0101
[44, 45, 29] 0.0101
[66, 24, 28] 0.0101
[13, 57, 48] 0.0101
[56, 47, 16] 0.0101
[89, 12, 18] 0.0101
[57, 47, 16] 0.0101
[24, 68, 28] 0.0101
[38, 29, 53] 0.0101
[46, 26, 49] 0.0101
[89, 15, 17] 0.0101
[67, 26, 29] 0.0101
[78, 17, 29] 0.0101
[40, 41, 31] 0.0101
[13, 61, 41] 0.0101
[25, 62, 30] 0.0101
[22, 25, 71] 0.0101
[44, 22, 52] 0.0101
[14, 62, 42] 0.0101
[15, 60, 43] 0.0101
[24, 15, 80] 0.0101
[12, 47, 60] 0.0101
[11, 55, 53] 0.0101
[26, 41, 52] 0.0101
[11, 59, 50] 0.0101
[39, 40, 41] 0.0101
[11, 66, 43] 0.0101
[44, 56, 20] 0.0101
[29, 61, 30] 0.0101
[34, 13, 73] 0.0101
[28, 62, 30] 0.0101
[13, 10, 98] 0.0101
[23, 16, 82] 0.0101
[14, 42, 65] 0.0101
[27, 41, 53] 0.0101
[88, 24, 10] 0.0101
[34, 47, 41] 0.0101
[47, 15, 60] 0.0101
[44, 17, 62] 0.0101
[44, 34, 45] 0.0101
[13, 27, 83] 0.0101
[13, 28, 83] 0.0101
[22, 29, 73] 0.0101
[46, 26, 52] 0.0101
[25, 14, 85] 0.0101
[13, 39, 72] 0.0101
[46, 47, 31] 0.0101
[46, 39, 40] 0.0101
[35, 29, 61] 0.0101
[34, 78, 13] 0.0101
[37, 16, 72] 0.0101
[45, 12, 68] 0.0101
[18, 31, 76] 0.0101
[88, 28, 10] 0.0101
[66, 47, 14] 0.0101
[58, 39, 30] 0.0101
[58, 19, 50] 0.0101
[38, 28, 62] 0.0101
[24, 19, 85] 0.0101
[13, 39, 76] 0.0101
[89, 19, 21] 0.0101
[48, 39, 42] 0.0101
[47, 39, 43] 0.0101
[67, 14, 48] 0.0101
[13, 79, 37] 0.0101
[37, 39, 53] 0.0101
[57, 36, 37] 0.0101
[56, 58, 16] 0.0101
[56, 49, 29] 0.0101
[47, 58, 29] 0.0101
[58, 37, 39] 0.0101
[69, 38, 29] 0.0101
[61, 41, 21] 0.0101
[40, 41, 42] 0.0101
[23, 61, 41] 0.0101
[33, 73, 20] 0.0101
[34, 13, 80] 0.0101
[16, 71, 40] 0.0101
[15, 50, 62] 0.0101
[31, 21, 76] 0.0101
[20, 32, 76] 0.0101
[67, 41, 21] 0.0101
[77, 20, 32] 0.0101
[11, 53, 65] 0.0101
[13, 37, 80] 0.0101
[11, 28, 92] 0.0101
[44, 46, 41] 0.0101
[24, 26, 81] 0.0101
[45, 14, 72] 0.0101
[77, 13, 41] 0.0101
[16, 96, 20] 0.0101
[23, 18, 91] 0.0101
[11, 49, 73] 0.0101
[78, 13, 42] 0.0101
[44, 17, 73] 0.0101
[35, 24, 75] 0.0101
[24, 13, 97] 0.0101
[12, 27, 95] 0.0101
[23, 29, 82] 0.0101
[58, 16, 60] 0.0101
[25, 38, 71] 0.0101
[25, 16, 94] 0.0101
[89, 36, 10] 0.0101
[56, 28, 51] 0.0101
[14, 49, 72] 0.0101
[45, 29, 62] 0.0101
[68, 28, 40] 0.0101
[78, 38, 20] 0.0101
[46, 38, 52] 0.0101
[57, 59, 20] 0.0101
[47, 26, 64] 0.0101
[47, 17, 73] 0.0101
[57, 39, 41] 0.0101
[44, 24, 69] 0.0101
[26, 15, 96] 0.0101
[33, 19, 85] 0.0101
[78, 13, 47] 0.0101
[34, 78, 26] 0.0101
[45, 19, 74] 0.0101
[99, 14, 26] 0.0101
[15, 29, 96] 0.0101
[35, 47, 59] 0.0101
[55, 48, 38] 0.0101
[48, 39, 54] 0.0101
[56, 47, 39] 0.0101
[56, 57, 29] 0.0101
[88, 38, 18] 0.0101
[22, 82, 30] 0.0101
[45, 70, 20] 0.0101
[62, 53, 20] 0.0101
[34, 81, 21] 0.0101
[12, 83, 41] 0.0101
[56, 40, 41] 0.0101
[34, 50, 53] 0.0101
[36, 50, 51] 0.0101
[14, 82, 42] 0.0101
[13, 51, 75] 0.0101
[39, 60, 40] 0.0101
[34, 52, 53] 0.0101
[35, 94, 10] 0.0101
[34, 74, 31] 0.0101
[17, 60, 62] 0.0101
[11, 53, 75] 0.0101
[23, 57, 60] 0.0101
[49, 82, 10] 0.0101
[12, 64, 65] 0.0101
[12, 46, 83] 0.0101
[13, 53, 75] 0.0101
[45, 15, 81] 0.0101
[23, 38, 80] 0.0101
[11, 34, 96] 0.0101
[77, 23, 42] 0.0101
[45, 34, 63] 0.0101
[13, 42, 87] 0.0101
[29, 70, 43] 0.0101
[13, 79, 51] 0.0101
[58, 25, 60] 0.0101
[56, 17, 70] 0.0101
[15, 52, 76] 0.0101
[44, 24, 76] 0.0101
[44, 19, 81] 0.0101
[35, 47, 62] 0.0101
[44, 69, 31] 0.0101
[29, 84, 31] 0.0101
[22, 27, 96] 0.0101
[25, 37, 83] 0.0101
[24, 28, 93] 0.0101
[44, 77, 24] 0.0101
[38, 20, 87] 0.0101
[78, 14, 54] 0.0101
[35, 15, 96] 0.0101
[46, 25, 75] 0.0101
[33, 16, 97] 0.0101
[47, 14, 85] 0.0101
[35, 24, 87] 0.0101
[48, 59, 40] 0.0101
[79, 14, 54] 0.0101
[35, 15, 97] 0.0101
[14, 48, 85] 0.0101
[44, 66, 38] 0.0101
[56, 35, 57] 0.0101
[44, 89, 15] 0.0101
[24, 27, 97] 0.0101
[77, 12, 59] 0.0101
[38, 39, 73] 0.0101
[68, 19, 63] 0.0101
[89, 23, 38] 0.0101
[78, 58, 16] 0.0101
[45, 69, 39] 0.0101
[99, 38, 16] 0.0101
[58, 37, 59] 0.0101
[78, 58, 19] 0.0101
[81, 51, 10] 0.0101
[33, 70, 41] 0.0101
[44, 82, 20] 0.0101
[40, 75, 32] 0.0101
[14, 61, 72] 0.0101
[22, 30, 96] 0.0101
[46, 81, 21] 0.0101
[38, 90, 20] 0.0101
[44, 30, 74] 0.0101
[44, 73, 31] 0.0101
[47, 81, 21] 0.0101
[55, 51, 43] 0.0101
[25, 82, 42] 0.0101
